Can_Ens	Hum_Symb
ENSCAFG00000000267	TNFAIP3
ENSCAFG00000009777	NAV2
ENSCAFG00000012548	CCDC51
ENSCAFG00000017100	ADAM15
ENSCAFG00000012976	NARF
ENSCAFG00000024856	KPNA4
ENSCAFG00000009862	ZNF37A
ENSCAFG00000012081	PC
ENSCAFG00000014355	NCKAP1
ENSCAFG00000001296	GRAP2
ENSCAFG00000019525	NPDC1
ENSCAFG00000004576	GIMAP7
ENSCAFG00000017507	DOCK6
ENSCAFG00000009423	C8orf37
ENSCAFG00000011226	IP6K1
ENSCAFG00000015710	UBXN1
ENSCAFG00000007122	HCK
ENSCAFG00000001318	RPL10A
ENSCAFG00000012660	DCAF17
ENSCAFG00000003077	GGCT
ENSCAFG00000004579	GIMAP4
ENSCAFG00000005733	GOLGA7
ENSCAFG00000005697	CHMP6
ENSCAFG00000006790	STARD7
ENSCAFG00000010895	FAM169B
ENSCAFG00000001394	ETV7
ENSCAFG00000010518	PKNOX1
ENSCAFG00000001699	OSTF1
ENSCAFG00000011857	SLAMF9
ENSCAFG00000001505	UBE2H
ENSCAFG00000010988	C21orf2
ENSCAFG00000003304	ZC3H12A
ENSCAFG00000000130	SPRYD4
ENSCAFG00000029101	NOG
ENSCAFG00000011858	TBCEL
ENSCAFG00000010107	BMPR1B
ENSCAFG00000009138	DMGDH
ENSCAFG00000003399	TES
ENSCAFG00000016154	TMEM63A
ENSCAFG00000014113	MORF4L1
ENSCAFG00000017019	TMEM219
ENSCAFG00000013284	SMS
ENSCAFG00000006074	CHFR
ENSCAFG00000020352	ACD
ENSCAFG00000024858	GIMAP6
ENSCAFG00000019060	ABR
ENSCAFG00000017115	DNASE2
ENSCAFG00000012120	TRAF5
ENSCAFG00000001433	PLEC
ENSCAFG00000007368	EIF3M
ENSCAFG00000018290	XRCC3
ENSCAFG00000023835	ACAD11
ENSCAFG00000003282	ZNF618
ENSCAFG00000024647	SERPINB5
ENSCAFG00000030099	C1D
ENSCAFG00000024758	ADAMTS5
ENSCAFG00000000615	C6orf25
ENSCAFG00000006766	DLC1
ENSCAFG00000019526	FUT7
ENSCAFG00000013454	MOV10
ENSCAFG00000015756	SLC6A12
ENSCAFG00000004119	TBP
ENSCAFG00000001456	GCAT
ENSCAFG00000007246	CYP7B1
ENSCAFG00000006590	USPL1
ENSCAFG00000004245	KIF3C
ENSCAFG00000017039	TAOK2
ENSCAFG00000013826	SEC23A
ENSCAFG00000013792	STARD5
ENSCAFG00000024883	SOX4
ENSCAFG00000011287	STS
ENSCAFG00000013881	RIMKLB
ENSCAFG00000011291	TBCE
ENSCAFG00000010896	ARRDC4
ENSCAFG00000014115	CCDC43
ENSCAFG00000002982	MYBPC2
ENSCAFG00000018540	MYO1F
ENSCAFG00000009237	RMDN3
ENSCAFG00000004019	ITSN2
ENSCAFG00000011580	ENPEP
ENSCAFG00000030372	TSPAN4
ENSCAFG00000001686	C8orf33
ENSCAFG00000008374	CCNH
ENSCAFG00000010323	SRD5A1
ENSCAFG00000019849	ACSF3
ENSCAFG00000025384	PML
ENSCAFG00000007624	NMNAT3
ENSCAFG00000010740	GNAI2
ENSCAFG00000007750	CASP3
ENSCAFG00000002365	TMEM131
ENSCAFG00000001903	ATP10D
ENSCAFG00000000131	GLS2
ENSCAFG00000014255	SPAG16
ENSCAFG00000000416	C6orf136
ENSCAFG00000006597	HMGB1
ENSCAFG00000005272	SEC22C
ENSCAFG00000001715	MOB3B
ENSCAFG00000018639	PTPRM
ENSCAFG00000016701	IDUA
ENSCAFG00000002527	LRPPRC
ENSCAFG00000012685	PLXNB1
ENSCAFG00000000671	SOD2
ENSCAFG00000023702	LEMD3
ENSCAFG00000007682	MMAA
ENSCAFG00000002092	GPR111
ENSCAFG00000016431	NUDT1
ENSCAFG00000010247	PRL
ENSCAFG00000010112	TSPAN32
ENSCAFG00000015028	IL12RB1
ENSCAFG00000015293	YDJC
ENSCAFG00000001181	TRAPPC9
ENSCAFG00000023212	ABCA2
ENSCAFG00000007889	CEP44
ENSCAFG00000030613	C7orf43
ENSCAFG00000015691	C19orf44
ENSCAFG00000030748	BTBD3
ENSCAFG00000013830	CAPN1
ENSCAFG00000019738	ATP5F1
ENSCAFG00000012667	CYBRD1
ENSCAFG00000007257	DRAM1
ENSCAFG00000002818	IKBKAP
ENSCAFG00000016925	FOXO4
ENSCAFG00000011835	IGSF9
ENSCAFG00000010334	NSUN2
ENSCAFG00000013679	RUFY2
ENSCAFG00000032359	GIMAP2
ENSCAFG00000007638	CTR9
ENSCAFG00000005042	RAB3GAP1
ENSCAFG00000009449	UQCRB
ENSCAFG00000013152	D2HGDH
ENSCAFG00000013778	PLA2G4A
ENSCAFG00000013261	PCMTD2
ENSCAFG00000000745	TBC1D22A
ENSCAFG00000031051	TMEM69
ENSCAFG00000000795	PDE10A
ENSCAFG00000001480	TRIOBP
ENSCAFG00000012628	TMEM25
ENSCAFG00000025255	PEAK1
ENSCAFG00000004843	OLFM4
ENSCAFG00000005909	RASGRP4
ENSCAFG00000002019	RASL11B
ENSCAFG00000009520	BAP1
ENSCAFG00000005919	FAM98C
ENSCAFG00000014128	EHD1
ENSCAFG00000018017	RNF138
ENSCAFG00000024175	NHSL2
ENSCAFG00000019852	CBFA2T3
ENSCAFG00000006735	GZMA
ENSCAFG00000006209	HSPA12B
ENSCAFG00000000137	TXNL1
ENSCAFG00000029252	RND3
ENSCAFG00000007775	NCOA2
ENSCAFG00000005920	SPRED3
ENSCAFG00000019473	PRDM16
ENSCAFG00000009976	TBX15
ENSCAFG00000004895	DBI
ENSCAFG00000007635	CLSTN2
ENSCAFG00000015113	QDPR
ENSCAFG00000017611	UACA
ENSCAFG00000013013	RNF168
ENSCAFG00000017142	PARP16
ENSCAFG00000013969	SYTL5
ENSCAFG00000017913	PMP22
ENSCAFG00000007253	ARMC1
ENSCAFG00000024052	GGN
ENSCAFG00000012894	WBSCR22
ENSCAFG00000015012	ZNF394
ENSCAFG00000009700	IRAK4
ENSCAFG00000018403	ZNF207
ENSCAFG00000018292	ZFYVE21
ENSCAFG00000005931	PSMD8
ENSCAFG00000007156	DENND5A
ENSCAFG00000025220	ACVRL1
ENSCAFG00000003256	PNO1
ENSCAFG00000010644	PPP3CA
ENSCAFG00000032367	MPV17
ENSCAFG00000005281	SS18L2
ENSCAFG00000016834	NUMB
ENSCAFG00000014213	POU2AF1
ENSCAFG00000020331	RANBP10
ENSCAFG00000003403	PDIA4
ENSCAFG00000014825	USP48
ENSCAFG00000017259	MAGT1
ENSCAFG00000019059	UBXN6
ENSCAFG00000017384	DGKE
ENSCAFG00000018411	NKRF
ENSCAFG00000003864	CLEC5A
ENSCAFG00000001204	KIF20A
ENSCAFG00000015345	CC2D2A
ENSCAFG00000028617	TMPRSS11E
ENSCAFG00000000063	RDH5
ENSCAFG00000015177	SELL
ENSCAFG00000011301	CORO1C
ENSCAFG00000004652	GLB1
ENSCAFG00000003086	GARS
ENSCAFG00000024835	RAB43
ENSCAFG00000018416	C17orf75
ENSCAFG00000023755	GMPPB
ENSCAFG00000018027	GPRC5B
ENSCAFG00000030965	RDH14
ENSCAFG00000005937	CATSPERG
ENSCAFG00000013892	MFAP5
ENSCAFG00000016091	SNCG
ENSCAFG00000004870	PCDH17
ENSCAFG00000004517	NASP
ENSCAFG00000015362	BRI3
ENSCAFG00000000621	CLIC1
ENSCAFG00000008685	CCNG2
ENSCAFG00000009841	NKD1
ENSCAFG00000002171	SYK
ENSCAFG00000014561	LAMTOR4
ENSCAFG00000019856	TRAPPC2L
ENSCAFG00000029950	PKIB
ENSCAFG00000005241	NET1
ENSCAFG00000000185	STX7
ENSCAFG00000016840	HEATR4
ENSCAFG00000018931	CIITA
ENSCAFG00000006799	C11orf74
ENSCAFG00000001513	KCTD17
ENSCAFG00000016465	MAGED2
ENSCAFG00000005941	KCNK6
ENSCAFG00000015718	HIF1A
ENSCAFG00000028978	IL2RG
ENSCAFG00000018418	RHBDL3
ENSCAFG00000008597	ANGPT2
ENSCAFG00000018031	IQCK
ENSCAFG00000028720	FPGT
ENSCAFG00000016147	SYDE1
ENSCAFG00000016746	FAM155B
ENSCAFG00000018419	SEPT6
ENSCAFG00000015073	ATL3
ENSCAFG00000008613	TROAP
ENSCAFG00000005924	YIF1B
ENSCAFG00000012754	UFC1
ENSCAFG00000012985	FOXK2
ENSCAFG00000014372	G6PC3
ENSCAFG00000013073	FUCA1
ENSCAFG00000025256	FOCAD
ENSCAFG00000010911	NR2F2
ENSCAFG00000000027	RPL34
ENSCAFG00000020110	F3
ENSCAFG00000029617	TM2D2
ENSCAFG00000030429	PDCD2
ENSCAFG00000001951	IL11RA
ENSCAFG00000032289	BMP6
ENSCAFG00000004464	SDK2
ENSCAFG00000019552	HMHA1
ENSCAFG00000017687	SCNN1B
ENSCAFG00000003492	CPED1
ENSCAFG00000023910	LOXL1
ENSCAFG00000008295	BTG3
ENSCAFG00000005948	SPINT2
ENSCAFG00000008720	POLR2C
ENSCAFG00000002041	SULT1C2
ENSCAFG00000010123	PSPH
ENSCAFG00000018068	TSPAN3
ENSCAFG00000018300	PPP1R13B
ENSCAFG00000004774	KIAA0195
ENSCAFG00000014474	IGFBP5
ENSCAFG00000001398	KCTD20
ENSCAFG00000000064	CD63
ENSCAFG00000011802	ICAM2
ENSCAFG00000025345	RELN
ENSCAFG00000020112	ABCD3
ENSCAFG00000009660	MORC3
ENSCAFG00000030659	NDUFS5
ENSCAFG00000006096	NDUFAF7
ENSCAFG00000005589	GAA
ENSCAFG00000010997	CD80
ENSCAFG00000004585	TMEM176B
ENSCAFG00000003177	AGBL3
ENSCAFG00000032063	MAGOHB
ENSCAFG00000029248	PPP1R14A
ENSCAFG00000020411	NEGR1
ENSCAFG00000018032	KNOP1
ENSCAFG00000016048	PLEKHG3
ENSCAFG00000007698	ZNF827
ENSCAFG00000009996	WARS2
ENSCAFG00000005973	SIPA1L3
ENSCAFG00000031524	LEPROT
ENSCAFG00000031611	EFCAB8
ENSCAFG00000010957	KLHL42
ENSCAFG00000030889	ZBTB47
ENSCAFG00000030731	HIST2H2BF
ENSCAFG00000019861	GALNS
ENSCAFG00000004343	EFCC1
ENSCAFG00000003759	ZFYVE9
ENSCAFG00000017059	HIRIP3
ENSCAFG00000018607	DNAJC6
ENSCAFG00000014594	ABHD12B
ENSCAFG00000031870	RNF125
ENSCAFG00000005737	SFRP1
ENSCAFG00000007260	MTFR1
ENSCAFG00000010940	MCTP2
ENSCAFG00000020412	ZRANB2
ENSCAFG00000018593	PLCXD3
ENSCAFG00000001702	NMRK1
ENSCAFG00000010426	COL4A3
ENSCAFG00000008180	FCHO2
ENSCAFG00000005034	KIN
ENSCAFG00000006884	EIF3F
ENSCAFG00000018038	C16orf62
ENSCAFG00000006025	TRIM21
ENSCAFG00000004647	TMEM214
ENSCAFG00000005627	JAG1
ENSCAFG00000007240	IPO11
ENSCAFG00000019070	CHAF1A
ENSCAFG00000007270	CCDC53
ENSCAFG00000019474	ARHGEF16
ENSCAFG00000020347	TSNAXIP1
ENSCAFG00000005677	ARAP1
ENSCAFG00000004347	RP11-723O4.6
ENSCAFG00000000594	MARCH3
ENSCAFG00000016067	WIPI2
ENSCAFG00000003676	GPT2
ENSCAFG00000017219	SH2B1
ENSCAFG00000007234	ATP6V0A2
ENSCAFG00000030558	RGAG4
ENSCAFG00000030977	ZNF789
ENSCAFG00000013325	PHEX
ENSCAFG00000008650	TLDC2
ENSCAFG00000011756	PLXNA2
ENSCAFG00000014379	LSM12
ENSCAFG00000002031	SCFD2
ENSCAFG00000031516	TIMM22
ENSCAFG00000013026	HEATR5A
ENSCAFG00000017034	TMED10
ENSCAFG00000000393	PCMT1
ENSCAFG00000009853	RANBP9
ENSCAFG00000006430	HPX
ENSCAFG00000008917	LBP
ENSCAFG00000001411	STK38
ENSCAFG00000014844	RAP1GAP
ENSCAFG00000017390	TRIM25
ENSCAFG00000030354	ZNF546
ENSCAFG00000007801	ELMOD3
ENSCAFG00000009061	SLC8B1
ENSCAFG00000006551	MAPK8
ENSCAFG00000015806	AKT3
ENSCAFG00000003186	AKIRIN1
ENSCAFG00000014853	ALPL
ENSCAFG00000016947	FAM117A
ENSCAFG00000004074	SEPW1
ENSCAFG00000009810	JAM3
ENSCAFG00000012789	PTPRO
ENSCAFG00000029072	CD247
ENSCAFG00000023207	WTAP
ENSCAFG00000023983	CTC-454I21.3
ENSCAFG00000003024	SYNCRIP
ENSCAFG00000001720	C9orf72
ENSCAFG00000030182	ZNF383
ENSCAFG00000031993	HKR1
ENSCAFG00000006534	VPS16
ENSCAFG00000030579	OSER1
ENSCAFG00000013002	WDR45B
ENSCAFG00000013477	CAPZA1
ENSCAFG00000008305	C21orf91
ENSCAFG00000006568	ARHGAP22
ENSCAFG00000009067	ZNF638
ENSCAFG00000011131	ZCCHC17
ENSCAFG00000002222	ASNS
ENSCAFG00000004092	MTMR2
ENSCAFG00000017149	IGDCC3
ENSCAFG00000008410	RASA1
ENSCAFG00000016267	PSMD3
ENSCAFG00000010958	RIN3
ENSCAFG00000000236	RMND5B
ENSCAFG00000018443	RHOT1
ENSCAFG00000016780	STX1B
ENSCAFG00000032154	POLQ
ENSCAFG00000015408	TECPR1
ENSCAFG00000000028	TIMM21
ENSCAFG00000017910	CCDC69
ENSCAFG00000029321	WNT5A
ENSCAFG00000016528	NTRK1
ENSCAFG00000029919	CLIC3
ENSCAFG00000025434	MANSC4
ENSCAFG00000001027	FAM91A1
ENSCAFG00000029482	KLHL11
ENSCAFG00000016425	RGS14
ENSCAFG00000004139	EXOSC9
ENSCAFG00000012668	LAMA5
ENSCAFG00000015599	SCIMP
ENSCAFG00000019477	MEGF6
ENSCAFG00000017931	RNF128
ENSCAFG00000012842	OSBP2
ENSCAFG00000030575	ZNF570
ENSCAFG00000012730	IQCG
ENSCAFG00000013709	WDR77
ENSCAFG00000004881	GTF3C2
ENSCAFG00000006576	WDFY4
ENSCAFG00000004902	DIAPH3
ENSCAFG00000032230	PIN4
ENSCAFG00000019451	TKTL1
ENSCAFG00000032051	FCRLB
ENSCAFG00000009860	BRD7
ENSCAFG00000020417	CTH
ENSCAFG00000009529	NUDT9
ENSCAFG00000017254	ATP2A1
ENSCAFG00000001870	STEAP2
ENSCAFG00000016434	FTSJ2
ENSCAFG00000030097	ACP1
ENSCAFG00000012262	THOC5
ENSCAFG00000029925	EDA
ENSCAFG00000015512	POU2F1
ENSCAFG00000007030	ESPL1
ENSCAFG00000000427	DHX16
ENSCAFG00000005519	WDR37
ENSCAFG00000017113	DCST1
ENSCAFG00000006054	SLC16A3
ENSCAFG00000008731	COQ9
ENSCAFG00000018024	TRAPPC8
ENSCAFG00000013833	IL16
ENSCAFG00000018462	RNF135
ENSCAFG00000012891	PARD3B
ENSCAFG00000000066	VPS4B
ENSCAFG00000001507	NRF1
ENSCAFG00000019078	NXN
ENSCAFG00000001303	ENTHD1
ENSCAFG00000029740	MSRB3
ENSCAFG00000010031	VPS39
ENSCAFG00000004350	ACAD9
ENSCAFG00000018598	C6
ENSCAFG00000016159	CASP14
ENSCAFG00000007891	HPGD
ENSCAFG00000012706	MRPL11
ENSCAFG00000010826	SF3B1
ENSCAFG00000002821	YTHDC1
ENSCAFG00000004174	SPAG6
ENSCAFG00000000223	GLI1
ENSCAFG00000008992	NBN
ENSCAFG00000002175	EXOC1
ENSCAFG00000013699	LRWD1
ENSCAFG00000015971	CLCN5
ENSCAFG00000006442	PURG
ENSCAFG00000008659	SAMHD1
ENSCAFG00000019530	C9orf142
ENSCAFG00000020116	ARHGAP29
ENSCAFG00000023317	DUSP2
ENSCAFG00000016463	MAD1L1
ENSCAFG00000017263	ATP7A
ENSCAFG00000024433	COLCA2
ENSCAFG00000000688	HDAC10
ENSCAFG00000017399	COIL
ENSCAFG00000023904	CHRNB4
ENSCAFG00000015961	UBE2K
ENSCAFG00000011191	MRPL52
ENSCAFG00000011588	SV2A
ENSCAFG00000014575	TNS1
ENSCAFG00000009358	ASNSD1
ENSCAFG00000010519	DDX25
ENSCAFG00000018466	ADAP2
ENSCAFG00000030403	LRAT
ENSCAFG00000014215	C11orf53
ENSCAFG00000016888	KCNAB3
ENSCAFG00000013383	PCNXL3
ENSCAFG00000001703	C9orf41
ENSCAFG00000032459	COX7C
ENSCAFG00000001227	SPDEF
ENSCAFG00000009637	LGI3
ENSCAFG00000005243	LRRC32
ENSCAFG00000011149	SNRNP40
ENSCAFG00000003842	FIG4
ENSCAFG00000016863	LMNA
ENSCAFG00000016890	FBXW11
ENSCAFG00000016128	YBX2
ENSCAFG00000000580	YWHAZ
ENSCAFG00000020350	ENKD1
ENSCAFG00000011880	GRIK4
ENSCAFG00000030996	N6AMT1
ENSCAFG00000014341	RFXANK
ENSCAFG00000016955	KAT7
ENSCAFG00000008211	CACNA2D3
ENSCAFG00000031576	PARD6A
ENSCAFG00000004876	NUB1
ENSCAFG00000004080	GLTSCR2
ENSCAFG00000032282	ZNF420
ENSCAFG00000018777	ENOX2
ENSCAFG00000015231	ANKFY1
ENSCAFG00000015399	DNPEP
ENSCAFG00000019117	RNMTL1
ENSCAFG00000028601	ZNF345
ENSCAFG00000013524	CRYGS
ENSCAFG00000031909	ZNF790
ENSCAFG00000011989	DIRC2
ENSCAFG00000010963	MRPS35
ENSCAFG00000030180	IL18
ENSCAFG00000030892	PERP
ENSCAFG00000031804	ZNF571
ENSCAFG00000001209	CDC23
ENSCAFG00000005523	MBNL2
ENSCAFG00000019124	GLOD4
ENSCAFG00000028541	ZFP30
ENSCAFG00000017404	SCPEP1
ENSCAFG00000011171	ALDH3B1
ENSCAFG00000028694	ZNF793
ENSCAFG00000001002	SMPDL3A
ENSCAFG00000030486	CENPF
ENSCAFG00000009368	GDAP1L1
ENSCAFG00000029513	ZNF829
ENSCAFG00000008401	P2RX7
ENSCAFG00000024668	SERPINA11
ENSCAFG00000005263	C11orf30
ENSCAFG00000001514	MPST
ENSCAFG00000014384	TMEM101
ENSCAFG00000017159	RNASEH2A
ENSCAFG00000029949	ZFP14
ENSCAFG00000013036	FN3KRP
ENSCAFG00000003252	AOAH
ENSCAFG00000010385	KLHL12
ENSCAFG00000013175	GAL3ST2
ENSCAFG00000028475	ZFP82
ENSCAFG00000000437	NRM
ENSCAFG00000000140	TCF4
ENSCAFG00000031800	BBS10
ENSCAFG00000032199	ZNF566
ENSCAFG00000002937	POLD1
ENSCAFG00000006239	PCDH12
ENSCAFG00000002174	GADD45G
ENSCAFG00000029613	AMACR
ENSCAFG00000031999	SLC30A1
ENSCAFG00000009093	BHMT
ENSCAFG00000018475	TEFM
ENSCAFG00000015769	SLC6A13
ENSCAFG00000030531	LLPH
ENSCAFG00000003679	C16orf87
ENSCAFG00000031624	ZNF529
ENSCAFG00000009059	COL2A1
ENSCAFG00000006524	ZNF382
ENSCAFG00000013438	MDH1B
ENSCAFG00000002180	SEMA4D
ENSCAFG00000016770	HSD3B7
ENSCAFG00000001652	PTPLAD2
ENSCAFG00000018938	TVP23A
ENSCAFG00000028605	PNPLA4
ENSCAFG00000013110	RNF214
ENSCAFG00000010168	NUCKS1
ENSCAFG00000017065	INO80E
ENSCAFG00000001090	PHF5A
ENSCAFG00000014172	ZDHHC8
ENSCAFG00000009096	LXN
ENSCAFG00000001416	GLDC
ENSCAFG00000023943	CTD-2528L19.4
ENSCAFG00000017842	STOML1
ENSCAFG00000006084	GOLGA3
ENSCAFG00000031314	CAPNS1
ENSCAFG00000007282	NUP37
ENSCAFG00000023546	TCTN2
ENSCAFG00000029729	C9orf40
ENSCAFG00000020354	RLTPR
ENSCAFG00000017565	ITK
ENSCAFG00000001229	C6orf106
ENSCAFG00000016402	SEL1L3
ENSCAFG00000018481	ATAD5
ENSCAFG00000014221	ARHGAP20
ENSCAFG00000019083	SH3GL1
ENSCAFG00000003727	MGARP
ENSCAFG00000008031	RDH10
ENSCAFG00000019156	GABRE
ENSCAFG00000009373	ANKAR
ENSCAFG00000031409	TMEM176A
ENSCAFG00000009586	CHID1
ENSCAFG00000009081	EPHA6
ENSCAFG00000000273	AGAP2
ENSCAFG00000006339	CACNA2D1
ENSCAFG00000018236	LRCH2
ENSCAFG00000002853	URGCP
ENSCAFG00000006822	SNPH
ENSCAFG00000005707	OSBPL8
ENSCAFG00000014370	MRPS14
ENSCAFG00000000752	CERK
ENSCAFG00000014650	CDCA3
ENSCAFG00000019543	SBNO2
ENSCAFG00000023690	ERCC6L
ENSCAFG00000001751	TRPM6
ENSCAFG00000019873	CTU2
ENSCAFG00000008262	CERS5
ENSCAFG00000015611	KIF1C
ENSCAFG00000000370	RP11-745O10.4
ENSCAFG00000018180	ANKRD29
ENSCAFG00000014921	FAM134C
ENSCAFG00000001983	SLC35B2
ENSCAFG00000007461	CD8B
ENSCAFG00000014416	DUSP19
ENSCAFG00000014003	SRPX
ENSCAFG00000031669	CNRIP1
ENSCAFG00000031424	RAP2A
ENSCAFG00000020121	ABCA4
ENSCAFG00000012407	FZD7
ENSCAFG00000014325	PPM1L
ENSCAFG00000017690	SCNN1G
ENSCAFG00000010698	ORAOV1
ENSCAFG00000019533	PTGDS
ENSCAFG00000017119	DCST2
ENSCAFG00000013633	B2M
ENSCAFG00000013011	PDE8A
ENSCAFG00000017527	SRPX2
ENSCAFG00000018615	JAK1
ENSCAFG00000013234	LAMC1
ENSCAFG00000010391	FAM189A1
ENSCAFG00000010154	MYH15
ENSCAFG00000000568	MAPK8IP2
ENSCAFG00000004861	AAMDC
ENSCAFG00000008608	DCTN1
ENSCAFG00000030649	C5orf63
ENSCAFG00000000235	N4BP3
ENSCAFG00000001874	CFAP69
ENSCAFG00000010149	CCT6A
ENSCAFG00000016588	C19orf57
ENSCAFG00000011784	ERN1
ENSCAFG00000001516	TST
ENSCAFG00000006604	VSTM4
ENSCAFG00000003733	ELF2
ENSCAFG00000009282	CREB3L1
ENSCAFG00000003613	GAB1
ENSCAFG00000003680	MYLK3
ENSCAFG00000002034	FIP1L1
ENSCAFG00000014781	USP37
ENSCAFG00000010352	MS4A2
ENSCAFG00000010034	RYR2
ENSCAFG00000003169	CALD1
ENSCAFG00000015180	SELP
ENSCAFG00000008609	LTN1
ENSCAFG00000018947	NUBP1
ENSCAFG00000006578	COX7A1
ENSCAFG00000016155	TMEM156
ENSCAFG00000006804	PRICKLE2
ENSCAFG00000001360	CBX7
ENSCAFG00000011197	MMP14
ENSCAFG00000030277	ARTN
ENSCAFG00000006624	ERCC6
ENSCAFG00000018492	CRLF3
ENSCAFG00000008736	FSIP1
ENSCAFG00000008661	TUBA1C
ENSCAFG00000015021	USP11
ENSCAFG00000003022	MYCL
ENSCAFG00000000225	ARHGAP9
ENSCAFG00000030846	CREG2
ENSCAFG00000005561	IPO5
ENSCAFG00000011175	NKAIN1
ENSCAFG00000006241	RNF14
ENSCAFG00000001515	STRIP2
ENSCAFG00000017382	PIK3R6
ENSCAFG00000001091	TGFBI
ENSCAFG00000019379	ABCA3
ENSCAFG00000007279	PDE7A
ENSCAFG00000024741	TRIM68
ENSCAFG00000007280	RNF180
ENSCAFG00000031251	DDA1
ENSCAFG00000005165	MGAT5B
ENSCAFG00000018498	SUZ12
ENSCAFG00000013652	TRIM69
ENSCAFG00000006491	ITGA5
ENSCAFG00000005404	TEP1
ENSCAFG00000012136	NEK2
ENSCAFG00000017765	GRIA1
ENSCAFG00000013597	ST7L
ENSCAFG00000011205	PUM1
ENSCAFG00000007809	RETSAT
ENSCAFG00000015048	SLC27A2
ENSCAFG00000006601	POLR2I
ENSCAFG00000017354	SPATA7
ENSCAFG00000005569	DNAJB13
ENSCAFG00000015865	NT5C3B
ENSCAFG00000004887	ST3GAL3
ENSCAFG00000019162	DMRTB1
ENSCAFG00000004903	KDM4A
ENSCAFG00000029752	C5orf15
ENSCAFG00000005811	FMNL2
ENSCAFG00000006621	WDR62
ENSCAFG00000000134	RBMS2
ENSCAFG00000016174	SLC1A6
ENSCAFG00000004897	RSF1
ENSCAFG00000006979	MTUS1
ENSCAFG00000019091	MPND
ENSCAFG00000032520	PTPRN2
ENSCAFG00000024137	SERPINA9
ENSCAFG00000011817	COL18A1
ENSCAFG00000032554	BOLA1
ENSCAFG00000017151	RPS4X
ENSCAFG00000000940	MRPL13
ENSCAFG00000003313	KIF12
ENSCAFG00000019865	APRT
ENSCAFG00000003260	PLEK
ENSCAFG00000018073	PSTPIP1
ENSCAFG00000009745	UBE2C
ENSCAFG00000018557	ADAMTS10
ENSCAFG00000007571	PIGU
ENSCAFG00000019764	DENND2D
ENSCAFG00000008315	FNBP4
ENSCAFG00000009717	DNAH1
ENSCAFG00000030475	NAGK
ENSCAFG00000000272	KIAA1244
ENSCAFG00000008077	STAU2
ENSCAFG00000007738	LSM6
ENSCAFG00000019142	LRP8
ENSCAFG00000002193	RNF149
ENSCAFG00000017533	SNAPIN
ENSCAFG00000003189	RHBDL2
ENSCAFG00000006672	CHAT
ENSCAFG00000016120	SPTB
ENSCAFG00000020422	ANKRD13C
ENSCAFG00000023763	SGPP2
ENSCAFG00000014352	NMD3
ENSCAFG00000002755	MALSU1
ENSCAFG00000028869	GPX8
ENSCAFG00000019866	CDT1
ENSCAFG00000017409	AKAP1
ENSCAFG00000029016	CACYBP
ENSCAFG00000007434	EIF2B1
ENSCAFG00000016673	RNF44
ENSCAFG00000001566	CNTLN
ENSCAFG00000000231	B4GALT7
ENSCAFG00000009647	REEP4
ENSCAFG00000008319	CHODL
ENSCAFG00000030641	LYPLA2
ENSCAFG00000020355	CTCF
ENSCAFG00000010044	ZNF697
ENSCAFG00000017163	PRDX2
ENSCAFG00000030875	PHGDH
ENSCAFG00000016758	SETD1A
ENSCAFG00000011590	RPS6KB2
ENSCAFG00000017692	GLA
ENSCAFG00000014282	GNB2
ENSCAFG00000003885	SSBP1
ENSCAFG00000010973	RGMA
ENSCAFG00000006649	THAP8
ENSCAFG00000015735	EPS15L1
ENSCAFG00000018183	NPC1
ENSCAFG00000023746	TDRD3
ENSCAFG00000006813	TRAF6
ENSCAFG00000024833	ZNF654
ENSCAFG00000006665	CLIP3
ENSCAFG00000006278	ATRN
ENSCAFG00000020423	SRSF11
ENSCAFG00000015364	PPIL2
ENSCAFG00000019870	PIEZO1
ENSCAFG00000012691	KMT2A
ENSCAFG00000015007	MAPK1IP1L
ENSCAFG00000019397	RNPS1
ENSCAFG00000008940	HNRNPDL
ENSCAFG00000004925	UNK
ENSCAFG00000001554	BOP1
ENSCAFG00000014980	FMO4
ENSCAFG00000002712	NRXN1
ENSCAFG00000030528	CHRAC1
ENSCAFG00000016485	RAD51B
ENSCAFG00000002188	SECISBP2
ENSCAFG00000014966	SMPD4
ENSCAFG00000016161	FAM114A1
ENSCAFG00000005954	SUMF1
ENSCAFG00000003608	CNTRL
ENSCAFG00000031322	PDXK
ENSCAFG00000013369	PRDX4
ENSCAFG00000004365	ABI1
ENSCAFG00000029821	IFNE
ENSCAFG00000016453	LPHN1
ENSCAFG00000010186	RAB29
ENSCAFG00000001231	SNRPC
ENSCAFG00000020358	FAM65A
ENSCAFG00000015082	PLA2G16
ENSCAFG00000019161	GABRA3
ENSCAFG00000015088	ARRDC2
ENSCAFG00000011012	PLA1A
ENSCAFG00000010269	MANF
ENSCAFG00000017160	IGDCC4
ENSCAFG00000006729	OGDHL
ENSCAFG00000013710	DNA2
ENSCAFG00000009076	PLBD2
ENSCAFG00000016479	TMEM184A
ENSCAFG00000000611	MEGF10
ENSCAFG00000004754	MCM10
ENSCAFG00000005692	RPTOR
ENSCAFG00000018680	RAB12
ENSCAFG00000003725	CCRN4L
ENSCAFG00000029425	SRPK3
ENSCAFG00000023507	CNPPD1
ENSCAFG00000003214	SNTG2
ENSCAFG00000015800	MYO5A
